OpenROAD v2.0-17941-g7fb347f37 
Features included (+) or not (-): +GPU +GUI +Python
This program is licensed under the BSD-3 license. See the LICENSE file for details.
Components of this program may be licensed under more restrictive licenses which must be honored.
[INFO ORD-0030] Using 12 thread(s).
clock_tree_synthesis -sink_clustering_enable -balance_levels
[INFO CTS-0050] Root buffer is sky130_fd_sc_hd__clkbuf_16.
[INFO CTS-0051] Sink buffer is sky130_fd_sc_hd__clkbuf_16.
[INFO CTS-0052] The following clock buffers will be used for CTS:
                    sky130_fd_sc_hd__clkbuf_16
[INFO CTS-0049] Characterization buffer is sky130_fd_sc_hd__clkbuf_16.
[INFO CTS-0007] Net "clk" found for clock "core_clock".
[INFO CTS-0010]  Clock net "clk" has 2787 sinks.
[INFO CTS-0008] TritonCTS found 1 clock nets.
[INFO CTS-0097] Characterization used 1 buffer(s) types.
[INFO CTS-0200] 0 placement blockages have been identified.
[INFO CTS-0201] 0 placed hard macros will be treated like blockages.
[INFO CTS-0027] Generating H-Tree topology for net clk.
[INFO CTS-0028]  Total number of sinks: 2787.
[INFO CTS-0090]  Sinks will be clustered based on buffer max cap.
[INFO CTS-0030]  Number of static layers: 0.
[INFO CTS-0020]  Wire segment unit: 13600  dbu (13 um).
[INFO CTS-0206] Best clustering solution was found from clustering size of 30 and clustering diameter of 50.
[INFO CTS-0019]  Total number of sinks after clustering: 317.
[INFO CTS-0024]  Normalized sink region: [(4.30868, 0.923693), (58.6356, 58.4994)].
[INFO CTS-0025]     Width:  54.3269.
[INFO CTS-0026]     Height: 57.5757.
 Level 1
    Direction: Vertical
    Sinks per sub-region: 159
    Sub-region size: 54.3269 X 28.7878
[INFO CTS-0034]     Segment length (rounded): 14.
 Level 2
    Direction: Horizontal
    Sinks per sub-region: 80
    Sub-region size: 27.1634 X 28.7878
[INFO CTS-0034]     Segment length (rounded): 14.
 Level 3
    Direction: Vertical
    Sinks per sub-region: 40
    Sub-region size: 27.1634 X 14.3939
[INFO CTS-0034]     Segment length (rounded): 8.
 Level 4
    Direction: Horizontal
    Sinks per sub-region: 20
    Sub-region size: 13.5817 X 14.3939
[INFO CTS-0034]     Segment length (rounded): 6.
 Level 5
    Direction: Vertical
    Sinks per sub-region: 10
    Sub-region size: 13.5817 X 7.1970
[INFO CTS-0034]     Segment length (rounded): 4.
[INFO CTS-0032]  Stop criterion found. Max number of sinks is 15.
[INFO CTS-0035]  Number of sinks covered: 317.
[INFO CTS-0018]     Created 354 clock buffers.
[INFO CTS-0012]     Minimum number of buffers in the clock path: 4.
[INFO CTS-0013]     Maximum number of buffers in the clock path: 4.
[INFO CTS-0015]     Created 354 clock nets.
[INFO CTS-0016]     Fanout distribution for the current clock = 4:2, 5:10, 6:18, 7:43, 8:68, 9:83, 10:61, 11:42, 12:13, 13:8, 14:1..
[INFO CTS-0017]     Max level of the clock tree: 5.
[INFO CTS-0098] Clock net "clk"
[INFO CTS-0099]  Sinks 3082
[INFO CTS-0100]  Leaf buffers 317
[INFO CTS-0101]  Average sink wire length 1367.87 um
[INFO CTS-0102]  Path depth 3 - 4
[INFO CTS-0207]  Leaf load cells 295
[INFO RSZ-0058] Using max wire length 2154um.
Placement Analysis
---------------------------------
total displacement       4080.1 u
average displacement        0.2 u
max displacement           15.4 u
original HPWL          757765.1 u
legalized HPWL         772109.1 u
delta HPWL                    2 %

repair_timing -verbose -setup_margin 0 -hold_margin -0.05 -repair_tns 100
[INFO RSZ-0094] Found 2067 endpoints with setup violations.
[INFO RSZ-0099] Repairing 2067 out of 2067 (100.00%) violating endpoints...
   Iter   | Removed | Resized | Inserted | Cloned |  Pin  |    WNS   |   TNS      |  Viol  | Worst
      260 |       0 |      81 |       66 |      1 |    61 |   -3.498 |    -2995.5 |   2067 | hash.p3_cap\[31\]$_DFF_P_/D
      268 |       0 |      82 |       66 |      1 |    61 |   -3.491 |    -2995.3 |   2067 | hash.p3_cap\[31\]$_DFF_P_/D
      270 |       0 |      83 |       66 |      1 |    61 |   -3.484 |    -2995.2 |   2067 | hash.p3_cap\[31\]$_DFF_P_/D
      278 |       0 |      87 |       70 |      1 |    63 |   -3.443 |    -2993.6 |   2067 | hash.p3_cap\[31\]$_DFF_P_/D
      280 |       0 |      88 |       70 |      1 |    63 |   -3.443 |    -2993.3 |   2067 | hash.p3_cap\[31\]$_DFF_P_/D
      290 |       0 |      93 |       72 |      1 |    67 |   -3.443 |    -2992.9 |   2067 | hash.p3_cap\[31\]$_DFF_P_/D
      300 |       0 |      99 |       74 |      1 |    70 |   -3.439 |    -2992.3 |   2067 | hash.p3_cap\[31\]$_DFF_P_/D
      310 |       0 |     102 |       76 |      1 |    76 |   -3.439 |    -2997.1 |   2067 | hash.p3_cap\[31\]$_DFF_P_/D
      311 |       0 |     102 |       75 |      1 |    70 |   -3.439 |    -2992.0 |   2067 | hash.p3_cap\[31\]$_DFF_P_/D
      320 |       0 |     107 |       77 |      1 |    72 |   -3.439 |    -2995.3 |   2067 | hash.p3_cap\[31\]$_DFF_P_/D
      323 |       0 |     108 |       77 |      1 |    74 |   -3.439 |    -2994.8 |   2067 | hash.p3_cap\[31\]$_DFF_P_/D
      330 |       0 |     109 |       77 |      1 |    79 |   -3.443 |    -2995.2 |   2067 | hash.p3_cap\[31\]$_DFF_P_/D
      334 |       0 |     108 |       77 |      1 |    74 |   -3.439 |    -2994.8 |   2067 | hash.p3_cap\[31\]$_DFF_P_/D
      338 |       0 |     109 |       77 |      1 |    76 |   -3.439 |    -2994.7 |   2067 | hash.p3_cap\[31\]$_DFF_P_/D
      340 |       0 |     109 |       77 |      1 |    77 |   -3.439 |    -2994.7 |   2067 | hash.p3_cap\[31\]$_DFF_P_/D
      340 |       0 |     109 |       77 |      1 |    76 |   -3.439 |    -2994.7 |   2067 | hash.p3_cap\[31\]$_DFF_P_/D
      342 |       0 |     109 |       77 |      1 |    77 |   -3.439 |    -2994.7 |   2067 | hash.p3_cap\[31\]$_DFF_P_/D
      344 |       0 |     109 |       77 |      1 |    77 |   -3.439 |    -2994.7 |   2067 | hash.p3_cap\[31\]$_DFF_P_/D
      349 |       0 |     110 |       77 |      1 |    80 |   -3.439 |    -2994.7 |   2067 | hash.p3_cap\[31\]$_DFF_P_/D
      350 |       0 |     110 |       77 |      1 |    80 |   -3.439 |    -2994.7 |   2067 | hash.p3_cap\[31\]$_DFF_P_/D
      354 |       0 |     111 |       77 |      1 |    80 |   -3.439 |    -2994.7 |   2067 | hash.p3_cap\[31\]$_DFF_P_/D
      356 |       0 |     111 |       77 |      1 |    80 |   -3.439 |    -2994.7 |   2067 | hash.p3_cap\[31\]$_DFF_P_/D
      360 |       0 |     111 |       82 |      1 |    82 |   -3.439 |    -2987.0 |   2067 | hash.p3_cap\[31\]$_DFF_P_/D
      370 |       0 |     111 |       97 |      1 |    88 |   -3.439 |    -2980.2 |   2067 | hash.p3_cap\[31\]$_DFF_P_/D
      380 |       0 |     115 |      101 |      1 |    92 |   -3.439 |    -2976.2 |   2067 | hash.p3_cap\[31\]$_DFF_P_/D
      390 |       0 |     117 |      111 |      1 |    97 |   -3.439 |    -2977.9 |   2067 | hash.p3_cap\[31\]$_DFF_P_/D
      400 |       0 |     120 |      121 |      1 |   101 |   -3.439 |    -2970.6 |   2067 | hash.p3_cap\[31\]$_DFF_P_/D
      410 |       0 |     128 |      121 |      1 |   103 |   -3.439 |    -2965.6 |   2067 | hash.p3_cap\[31\]$_DFF_P_/D
      420 |       0 |     134 |      127 |      1 |   106 |   -3.439 |    -2963.7 |   2067 | hash.p3_cap\[31\]$_DFF_P_/D
      430 |       0 |     136 |      140 |      1 |   111 |   -3.439 |    -2961.6 |   2067 | hash.p3_cap\[31\]$_DFF_P_/D
      440 |       0 |     140 |      144 |      2 |   114 |   -3.439 |    -2960.8 |   2067 | hash.p3_cap\[31\]$_DFF_P_/D
      450 |       0 |     142 |      150 |      2 |   121 |   -3.439 |    -2963.4 |   2067 | hash.p3_cap\[31\]$_DFF_P_/D
      460 |       0 |     149 |      154 |      2 |   122 |   -3.443 |    -2966.3 |   2067 | hash.p3_cap\[31\]$_DFF_P_/D
      470 |       0 |     154 |      162 |      2 |   123 |   -3.443 |    -3005.2 |   2067 | hash.p3_cap\[31\]$_DFF_P_/D
      480 |       0 |     160 |      166 |      2 |   125 |   -3.447 |    -3001.4 |   2067 | hash.p3_cap\[31\]$_DFF_P_/D
      490 |       0 |     165 |      172 |      2 |   127 |   -3.447 |    -3005.9 |   2067 | hash.p3_cap\[31\]$_DFF_P_/D
      496 |       0 |     151 |      163 |      2 |   117 |   -3.439 |    -2960.5 |   2067 | hash.p3_cap\[31\]$_DFF_P_/D
      500 |       0 |     153 |      163 |      2 |   118 |   -3.443 |    -2960.4 |   2067 | hash.p3_cap\[31\]$_DFF_P_/D
      500 |       0 |     151 |      163 |      2 |   117 |   -3.439 |    -2960.5 |   2067 | hash.p3_cap\[31\]$_DFF_P_/D
      510 |       0 |     157 |      167 |      2 |   118 |   -3.443 |    -2964.3 |   2067 | hash.p3_cap\[31\]$_DFF_P_/D
      520 |       0 |     163 |      175 |      2 |   118 |   -3.443 |    -2998.9 |   2067 | hash.p3_cap\[31\]$_DFF_P_/D
      530 |       0 |     170 |      181 |      2 |   118 |   -3.447 |    -3006.0 |   2067 | hash.p3_cap\[31\]$_DFF_P_/D
      540 |       0 |     177 |      187 |      2 |   118 |   -3.447 |    -3002.1 |   2067 | hash.p3_cap\[31\]$_DFF_P_/D
      545 |       0 |     162 |      178 |      2 |   118 |   -3.439 |    -2959.5 |   2067 | hash.p3_cap\[31\]$_DFF_P_/D
      550 |       0 |     165 |      178 |      2 |   119 |   -3.439 |    -2959.7 |   2067 | hash.p3_cap\[31\]$_DFF_P_/D
      560 |       0 |     168 |      180 |      2 |   125 |   -3.439 |    -2959.7 |   2067 | hash.p3_cap\[31\]$_DFF_P_/D
      560 |       0 |     163 |      179 |      2 |   119 |   -3.439 |    -2959.4 |   2067 | hash.p3_cap\[31\]$_DFF_P_/D
      570 |       0 |     168 |      179 |      2 |   123 |   -3.439 |    -2958.5 |   2067 | hash.p3_cap\[31\]$_DFF_P_/D
      580 |       0 |     173 |      179 |      2 |   128 |   -3.443 |    -2957.7 |   2067 | hash.p3_cap\[31\]$_DFF_P_/D
      590 |       0 |     178 |      189 |      2 |   128 |   -3.443 |    -2996.9 |   2067 | hash.p3_cap\[31\]$_DFF_P_/D
      600 |       0 |     185 |      195 |      2 |   128 |   -3.447 |    -3005.0 |   2067 | hash.p3_cap\[31\]$_DFF_P_/D
      610 |       0 |     192 |      201 |      2 |   128 |   -3.447 |    -3006.8 |   2067 | hash.p3_cap\[31\]$_DFF_P_/D
      616 |       0 |     178 |      192 |      2 |   126 |   -3.439 |    -2958.4 |   2067 | hash.p3_cap\[31\]$_DFF_P_/D
      620 |       0 |     180 |      192 |      2 |   127 |   -3.439 |    -2956.9 |   2067 | hash.p3_cap\[31\]$_DFF_P_/D
      630 |       0 |     184 |      201 |      2 |   132 |   -3.439 |    -2956.1 |   2067 | hash.p3_cap\[31\]$_DFF_P_/D
      640 |       0 |     187 |      203 |      2 |   138 |   -3.439 |    -2955.5 |   2067 | hash.p3_cap\[31\]$_DFF_P_/D
      650 |       0 |     193 |      203 |      2 |   142 |   -3.443 |    -2955.4 |   2067 | hash.p3_cap\[31\]$_DFF_P_/D
      660 |       0 |     199 |      211 |      2 |   142 |   -3.443 |    -2984.5 |   2067 | hash.p3_cap\[31\]$_DFF_P_/D
      670 |       0 |     205 |      219 |      2 |   142 |   -3.447 |    -3009.3 |   2067 | hash.p3_cap\[31\]$_DFF_P_/D
      680 |       0 |     210 |      223 |      2 |   145 |   -3.447 |    -3006.0 |   2067 | hash.p3_cap\[31\]$_DFF_P_/D
      690 |       0 |     217 |      229 |      2 |   145 |   -3.447 |    -3008.2 |   2067 | hash.p3_cap\[31\]$_DFF_P_/D
      693 |       0 |     199 |      217 |      2 |   141 |   -3.439 |    -2955.1 |   2067 | hash.p3_cap\[31\]$_DFF_P_/D
      697 |       0 |     200 |      217 |      2 |   142 |   -3.439 |    -2955.1 |   2067 | hash.p3_cap\[31\]$_DFF_P_/D
      700 |       0 |     201 |      217 |      2 |   143 |   -3.439 |    -2955.1 |   2067 | hash.p3_cap\[31\]$_DFF_P_/D
      710 |       0 |     207 |      219 |      2 |   146 |   -3.443 |    -2958.1 |   2067 | hash.p3_cap\[31\]$_DFF_P_/D
      720 |       0 |     212 |      229 |      2 |   146 |   -3.443 |    -3005.4 |   2067 | hash.p3_cap\[31\]$_DFF_P_/D
      730 |       0 |     219 |      235 |      2 |   146 |   -3.447 |    -3006.5 |   2067 | hash.p3_cap\[31\]$_DFF_P_/D
      740 |       0 |     225 |      241 |      2 |   147 |   -3.447 |    -3007.6 |   2067 | hash.p3_cap\[31\]$_DFF_P_/D
      747 |       0 |     210 |      231 |      2 |   146 |   -3.439 |    -2955.0 |   2067 | hash.p3_cap\[31\]$_DFF_P_/D
      750 |       0 |     211 |      231 |      2 |   147 |   -3.439 |    -2955.0 |   2067 | hash.p3_cap\[31\]$_DFF_P_/D
      750 |       0 |     210 |      231 |      2 |   146 |   -3.439 |    -2955.0 |   2067 | hash.p3_cap\[31\]$_DFF_P_/D
      755 |       0 |     210 |      231 |      2 |   146 |   -3.439 |    -2955.0 |   2067 | hash.p3_cap\[31\]$_DFF_P_/D
      760 |       0 |     213 |      231 |      2 |   147 |   -3.443 |    -2954.6 |   2067 | hash.p3_cap\[31\]$_DFF_P_/D
      770 |       0 |     219 |      239 |      2 |   147 |   -3.443 |    -2983.1 |   2067 | hash.p3_cap\[31\]$_DFF_P_/D
      780 |       0 |     226 |      245 |      2 |   147 |   -3.447 |    -3003.4 |   2067 | hash.p3_cap\[31\]$_DFF_P_/D
      790 |       0 |     232 |      253 |      2 |   147 |   -3.447 |    -3003.9 |   2067 | hash.p3_cap\[31\]$_DFF_P_/D
      800 |       0 |     239 |      259 |      2 |   147 |   -3.447 |    -3006.1 |   2067 | hash.p3_cap\[31\]$_DFF_P_/D
      800 |       0 |     220 |      245 |      2 |   146 |   -3.439 |    -2954.9 |   2067 | hash.p3_cap\[31\]$_DFF_P_/D
      810 |       0 |     226 |      247 |      2 |   148 |   -3.443 |    -2957.8 |   2067 | hash.p3_cap\[31\]$_DFF_P_/D
      820 |       0 |     231 |      257 |      2 |   148 |   -3.443 |    -3005.1 |   2067 | hash.p3_cap\[31\]$_DFF_P_/D
      830 |       0 |     238 |      263 |      2 |   148 |   -3.447 |    -3006.1 |   2067 | hash.p3_cap\[31\]$_DFF_P_/D
      840 |       0 |     245 |      269 |      2 |   148 |   -3.447 |    -3002.1 |   2067 | hash.p3_cap\[31\]$_DFF_P_/D
      845 |       0 |     229 |      259 |      2 |   148 |   -3.439 |    -2954.6 |   2067 | hash.p3_cap\[31\]$_DFF_P_/D
      850 |       0 |     231 |      259 |      2 |   150 |   -3.443 |    -2954.5 |   2067 | hash.p3_cap\[31\]$_DFF_P_/D
      860 |       0 |     237 |      267 |      2 |   150 |   -3.443 |    -2983.6 |   2067 | hash.p3_cap\[31\]$_DFF_P_/D
      870 |       0 |     243 |      275 |      2 |   150 |   -3.447 |    -3008.3 |   2067 | hash.p3_cap\[31\]$_DFF_P_/D
      880 |       0 |     249 |      279 |      2 |   152 |   -3.447 |    -3004.8 |   2067 | hash.p3_cap\[31\]$_DFF_P_/D
      890 |       0 |     256 |      285 |      2 |   152 |   -3.447 |    -3007.1 |   2067 | hash.p3_cap\[31\]$_DFF_P_/D
      893 |       0 |     237 |      273 |      2 |   148 |   -3.439 |    -2954.6 |   2067 | hash.p3_cap\[31\]$_DFF_P_/D
      897 |       0 |     237 |      273 |      2 |   151 |   -3.439 |    -2954.6 |   2067 | hash.p3_cap\[31\]$_DFF_P_/D
      900 |       0 |     238 |      273 |      2 |   152 |   -3.439 |    -2954.6 |   2067 | hash.p3_cap\[31\]$_DFF_P_/D
      901 |       0 |     238 |      273 |      2 |   153 |   -3.439 |    -2954.6 |   2067 | hash.p3_cap\[31\]$_DFF_P_/D
      905 |       0 |     238 |      273 |      2 |   153 |   -3.439 |    -2954.6 |   2067 | hash.p3_cap\[31\]$_DFF_P_/D
      910 |       0 |     240 |      273 |      2 |   155 |   -3.439 |    -2954.7 |   2067 | hash.p3_cap\[31\]$_DFF_P_/D
      910 |       0 |     240 |      273 |      2 |   154 |   -3.439 |    -2954.7 |   2067 | hash.p3_cap\[31\]$_DFF_P_/D
      914 |       0 |     241 |      273 |      2 |   154 |   -3.439 |    -2954.7 |   2067 | hash.p3_cap\[31\]$_DFF_P_/D
      920 |       0 |     244 |      273 |      2 |   156 |   -3.439 |    -2955.1 |   2067 | hash.p3_cap\[31\]$_DFF_P_/D
      921 |       0 |     241 |      273 |      2 |   154 |   -3.439 |    -2954.7 |   2067 | hash.p3_cap\[31\]$_DFF_P_/D
      930 |       0 |     246 |      277 |      2 |   155 |   -3.443 |    -2964.4 |   2067 | hash.p3_cap\[31\]$_DFF_P_/D
      940 |       0 |     252 |      285 |      2 |   155 |   -3.443 |    -2999.1 |   2067 | hash.p3_cap\[31\]$_DFF_P_/D
      950 |       0 |     258 |      291 |      2 |   156 |   -3.447 |    -3006.2 |   2067 | hash.p3_cap\[31\]$_DFF_P_/D
      960 |       0 |     264 |      297 |      2 |   157 |   -3.447 |    -3007.2 |   2067 | hash.p3_cap\[31\]$_DFF_P_/D
      967 |       0 |     249 |      287 |      2 |   155 |   -3.439 |    -2954.7 |   2067 | hash.p3_cap\[31\]$_DFF_P_/D
      970 |       0 |     250 |      287 |      2 |   156 |   -3.443 |    -2954.3 |   2067 | hash.p3_cap\[31\]$_DFF_P_/D
      980 |       0 |     256 |      295 |      2 |   156 |   -3.443 |    -2982.8 |   2067 | hash.p3_cap\[31\]$_DFF_P_/D
      990 |       0 |     263 |      301 |      2 |   156 |   -3.447 |    -3003.1 |   2067 | hash.p3_cap\[31\]$_DFF_P_/D
     1000 |       0 |     269 |      309 |      2 |   156 |   -3.447 |    -3003.6 |   2067 | hash.p3_cap\[31\]$_DFF_P_/D
     1010 |       0 |     276 |      315 |      2 |   156 |   -3.447 |    -3005.8 |   2067 | hash.p3_cap\[31\]$_DFF_P_/D
     1010 |       0 |     257 |      301 |      2 |   155 |   -3.439 |    -2954.7 |   2067 | hash.p3_cap\[31\]$_DFF_P_/D
     1020 |       0 |     263 |      305 |      2 |   156 |   -3.443 |    -2964.5 |   2067 | hash.p3_cap\[31\]$_DFF_P_/D
     1030 |       0 |     269 |      313 |      2 |   156 |   -3.443 |    -2999.1 |   2067 | hash.p3_cap\[31\]$_DFF_P_/D
     1040 |       0 |     276 |      319 |      2 |   156 |   -3.447 |    -2999.8 |   2067 | hash.p3_cap\[31\]$_DFF_P_/D
     1050 |       0 |     282 |      327 |      2 |   156 |   -3.447 |    -3007.4 |   2067 | hash.p3_cap\[31\]$_DFF_P_/D
     1054 |       0 |     266 |      315 |      2 |   155 |   -3.439 |    -2954.7 |   2067 | hash.p3_cap\[31\]$_DFF_P_/D
     1060 |       0 |     269 |      317 |      2 |   156 |   -3.443 |    -2959.6 |   2067 | hash.p3_cap\[31\]$_DFF_P_/D
     1070 |       0 |     275 |      325 |      2 |   156 |   -3.443 |    -2994.0 |   2067 | hash.p3_cap\[31\]$_DFF_P_/D
     1080 |       0 |     282 |      331 |      2 |   156 |   -3.447 |    -3001.1 |   2067 | hash.p3_cap\[31\]$_DFF_P_/D
     1090 |       0 |     288 |      339 |      2 |   156 |   -3.447 |    -3007.3 |   2067 | hash.p3_cap\[31\]$_DFF_P_/D
     1097 |       0 |     274 |      329 |      2 |   156 |   -3.439 |    -2954.7 |   2067 | hash.p3_cap\[31\]$_DFF_P_/D
     1100 |       0 |     274 |      329 |      2 |   158 |   -3.439 |    -2954.7 |   2067 | hash.p3_cap\[31\]$_DFF_P_/D
     1101 |       0 |     274 |      329 |      2 |   158 |   -3.439 |    -2954.7 |   2067 | hash.p3_cap\[31\]$_DFF_P_/D
